time C1_re C1_im C2_re C2_im
12.69 1.1282357071338516e-6 -6.163579759378927e-7 1.1282357071338516e-6 -6.163579759378927e-7
12.7 1.117009574277745e-6 -6.102251116072845e-7 1.117009574277745e-6 -6.102251116072845e-7
12.71 1.1058951433099085e-6 -6.041532702963586e-7 1.1058951433099085e-6 -6.041532702963586e-7
12.72 1.0948913027779876e-6 -5.981418448159261e-7 1.0948913027779876e-6 -5.981418448159261e-7
12.73 1.083996952288757e-6 -5.921902340184284e-7 1.083996952288757e-6 -5.921902340184284e-7
12.74 1.073211002398089e-6 -5.862978427378262e-7 1.073211002398089e-6 -5.862978427378262e-7
12.75 1.0625323745020063e-6 -5.804640817300808e-7 1.0625323745020063e-6 -5.804640817300808e-7
12.76 1.0519600007288202e-6 -5.746883676142302e-7 1.0519600007288202e-6 -5.746883676142302e-7
12.77 1.0414928238323433e-6 -5.689701228140494e-7 1.0414928238323433e-6 -5.689701228140494e-7
12.78 1.0311297970861633e-6 -5.633087755002935e-7 1.0311297970861633e-6 -5.633087755002935e-7
12.79 1.0208698841789697e-6 -5.577037595335131e-7 1.0208698841789697e-6 -5.577037595335131e-7
12.8 1.0107120591109197e-6 -5.521545144074397e-7 1.0107120591109197e-6 -5.521545144074397e-7
12.81 1.0006553060910458e-6 -5.466604851929386e-7 1.0006553060910458e-6 -5.466604851929386e-7
12.82 9.906986194356628e-7 -5.412211224825085e-7 9.906986194356628e-7 -5.412211224825085e-7
12.83 9.808410034678084e-7 -5.358358823353457e-7 9.808410034678084e-7 -5.358358823353457e-7
12.84 9.710814724176711e-7 -5.305042262229479e-7 9.710814724176711e-7 -5.305042262229479e-7
12.85 9.614190503240129e-7 -5.252256209752608e-7 9.614190503240129e-7 -5.252256209752608e-7
12.86 9.518527709365721e-7 -5.199995387273605e-7 9.518527709365721e-7 -5.199995387273605e-7
12.87 9.423816776194385e-7 -5.148254568666675e-7 9.423816776194385e-7 -5.148254568666675e-7
12.88 9.330048232553855e-7 -5.097028579806828e-7 9.330048232553855e-7 -5.097028579806828e-7
12.89 9.237212701511666e-7 -5.046312298052509e-7 9.237212701511666e-7 -5.046312298052509e-7
12.9 9.145300899437331e-7 -4.99610065173327e-7 9.145300899437331e-7 -4.99610065173327e-7
12.91 9.054303635074049e-7 -4.946388619642636e-7 9.054303635074049e-7 -4.946388619642636e-7
12.92 8.964211808619551e-7 -4.897171230535969e-7 8.964211808619551e-7 -4.897171230535969e-7
12.93 8.875016410816118e-7 -4.848443562633347e-7 8.875016410816118e-7 -4.848443562633347e-7
12.94 8.786708522049637e-7 -4.80020074312737e-7 8.786708522049637e-7 -4.80020074312737e-7
12.95 8.699279311457644e-7 -4.7524379476958863e-7 8.699279311457644e-7 -4.7524379476958863e-7
12.96 8.612720036046204e-7 -4.705150400019542e-7 8.612720036046204e-7 -4.705150400019542e-7
12.97 8.527022039815675e-7 -4.65833337130418e-7 8.527022039815675e-7 -4.65833337130418e-7
12.98 8.442176752895003e-7 -4.611982179807906e-7 8.442176752895003e-7 -4.611982179807906e-7
12.99 8.35817569068479e-7 -4.5660921903729437e-7 8.35817569068479e-7 -4.5660921903729437e-7
13.0 8.275010453008816e-7 -4.5206588139621087e-7 8.275010453008816e-7 -4.5206588139621087e-7
13.01 8.192672723274008e-7 -4.4756775071998983e-7 8.192672723274008e-7 -4.4756775071998983e-7
13.02 8.111154267638778e-7 -4.431143771918151e-7 8.111154267638778e-7 -4.431143771918151e-7
13.03 8.030446934189627e-7 -4.3870531547062277e-7 8.030446934189627e-7 -4.3870531547062277e-7
13.04 7.95054265212596e-7 -4.3434012464656654e-7 7.95054265212596e-7 -4.3434012464656654e-7
13.05 7.871433430952963e-7 -4.3001836819692546e-7 7.871433430952963e-7 -4.3001836819692546e-7
13.06 7.793111359682627e-7 -4.257396139424546e-7 7.793111359682627e-7 -4.257396139424546e-7
13.07 7.715568606042539e-7 -4.2150343400416224e-7 7.715568606042539e-7 -4.2150343400416224e-7
13.08 7.638797415692718e-7 -4.1730940476052444e-7 7.638797415692718e-7 -4.1730940476052444e-7
13.09 7.562790111450151e-7 -4.131571068051215e-7 7.562790111450151e-7 -4.131571068051215e-7
13.1 7.487539092521076e-7 -4.0904612490469794e-7 7.487539092521076e-7 -4.0904612490469794e-7
13.11 7.41303683374089e-7 -4.0497604795763774e-7 7.41303683374089e-7 -4.0497604795763774e-7
13.12 7.339275884821628e-7 -4.009464689528544e-7 7.339275884821628e-7 -4.009464689528544e-7
13.13 7.26624886960692e-7 -3.9695698492908883e-7 7.26624886960692e-7 -3.9695698492908883e-7
13.14 7.193948485334412e-7 -3.9300719693461546e-7 7.193948485334412e-7 -3.9300719693461546e-7
13.15 7.122367501905417e-7 -3.890967099873427e-7 7.122367501905417e-7 -3.890967099873427e-7
13.16 7.051498761161938e-7 -3.8522513303531703e-7 7.051498761161938e-7 -3.8522513303531703e-7
13.17 6.981335176170841e-7 -3.813920789176168e-7 6.981335176170841e-7 -3.813920789176168e-7
13.18 6.911869730515161e-7 -3.775971643256362e-7 6.911869730515161e-7 -3.775971643256362e-7
13.19 6.843095477592444e-7 -3.738400097647535e-7 6.843095477592444e-7 -3.738400097647535e-7
13.2 6.775005539920085e-7 -3.701202395163817e-7 6.775005539920085e-7 -3.701202395163817e-7
13.21 6.707593108447561e-7 -3.664374816003953e-7 6.707593108447561e-7 -3.664374816003953e-7
13.22 6.640851441875575e-7 -3.627913677379353e-7 6.640851441875575e-7 -3.627913677379353e-7
13.23 6.574773865981837e-7 -3.591815333145762e-7 6.574773865981837e-7 -3.591815333145762e-7
13.24 6.509353772953695e-7 -3.556076173438675e-7 6.509353772953695e-7 -3.556076173438675e-7
13.25 6.444584620727327e-7 -3.5206926243123387e-7 6.444584620727327e-7 -3.5206926243123387e-7
13.26 6.380459932333536e-7 -3.485661147382354e-7 6.380459932333536e-7 -3.485661147382354e-7
13.27 6.316973295250048e-7 -3.450978239471835e-7 6.316973295250048e-7 -3.450978239471835e-7
13.28 6.254118360760245e-7 -3.4166404322610873e-7 6.254118360760245e-7 -3.4166404322610873e-7
